Image,Name,Status,Disease Name
augimg/Rose___healthy/bCapture.PNG 81.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yimages.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 143.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 84.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 130.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 3.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 111.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-1000_F_97700219_8W0DZ1gv0GJZNuglgToFV7D8fd20a3QZ.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 72.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 55.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 107.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 23.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 7.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 109.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 71.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 142.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 151.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 109.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 108.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 52.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 22.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 119.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-1000_F_501631862_BBkGbwMU3KM46Lur1sYbvWfwfjoCizpV.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 161.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 134.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 33.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 30.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 143.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 21.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 63.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 121.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 6.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 52.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 157.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 113.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 61.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 85.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 38.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/d1000_F_15101616_dET7wAYw4KGqLolmyabez3DDyNPDaeK4.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 107.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 77.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 49.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 64.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 16.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 50.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 145.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 144.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 40.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 93.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 140.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 153.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 3.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 122.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 139.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/z1000_F_91108893_in0UV5y8LgQGmBAmGj5zFANKBAHtTI41.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 70.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 69.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 120.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 47.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 119.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/c1000_F_420545661_perbYsHYtK4cA5VJrrdWgg9mYOlYz2ff.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 138.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 125.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 15.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 39.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 31.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 98.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 135.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 15.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Flower Healthy rose leaves.png,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 109.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 127.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 97.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 46.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 103.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 124.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 37.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 147.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 35.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 27.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 36.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 94.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 109.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 114.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 163.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 108.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 4.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 79.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 129.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 133.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 103.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/c1000_F_15101616_dET7wAYw4KGqLolmyabez3DDyNPDaeK4.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/aimages (1).jpg,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 13.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 82.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 15.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 167.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 85.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 90.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 153.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 46.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 13.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 158.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/d1000_F_305752551_oBWg6OIHd9d9zjv8wSrLHtyBsNbgJbhx.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 89.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 103.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 147.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 32.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 64.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 23.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 74.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 127.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 169.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/y1000_F_97700219_8W0DZ1gv0GJZNuglgToFV7D8fd20a3QZ.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bdownload (1).jpg,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 76.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 12.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 34.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 115.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 39.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cdownload.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 27.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/d1000_F_82119236_XKCUtLB3r6RD5zXRPE0pszWVII2ZUjns.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 1.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 8.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zdownload.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 114.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 133.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 101.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 83.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 135.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 3.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 160.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 130.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 131.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cFlower Healthy rose leaves.png,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 51.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 2.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 99.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 78.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 34.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 168.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 144.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 40.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 18.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 155.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 95.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 27.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 104.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 39.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 150.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 115.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 85.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 22.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 8.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 29.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 134.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 87.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 108.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 108.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 57.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-1000_F_305752551_oBWg6OIHd9d9zjv8wSrLHtyBsNbgJbhx.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 22.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 99.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 148.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 97.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 55.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 94.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 93.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 152.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 113.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 48.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 88.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 79.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 126.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 142.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 140.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 169.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 60.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 77.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 41.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 11.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 110.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 10.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 143.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 85.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/ximages (1).jpg,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 31.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 81.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 41.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 30.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 58.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 50.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 45.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 24.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 133.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 83.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 126.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 84.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 80.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 138.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 119.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xdownload (1).jpg,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 45.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 139.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 65.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 99.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 76.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 46.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 136.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/d1000_F_97700219_8W0DZ1gv0GJZNuglgToFV7D8fd20a3QZ.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 56.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 151.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 151.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 139.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 78.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 74.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 131.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 156.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 16.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 89.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 28.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 21.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 39.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 147.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 74.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 88.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 144.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 108.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 61.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 37.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 81.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 141.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 63.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 91.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 75.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 10.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 26.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 140.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 103.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 145.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dimages.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 146.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 121.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 137.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 5.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 59.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 43.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 47.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 112.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 59.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 131.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 96.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 32.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 125.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 154.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 133.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 114.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/c1000_F_82119236_XKCUtLB3r6RD5zXRPE0pszWVII2ZUjns.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 28.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/b1000_F_143444142_mfx2oSzThl8a1XYZU6kcjtjcYuH7emQH.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/a1000_F_305752551_oBWg6OIHd9d9zjv8wSrLHtyBsNbgJbhx.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 86.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 159.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 56.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 27.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 24.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 101.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 113.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 34.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 95.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 113.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aimages (2).jpg,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 146.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 67.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 57.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 146.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 167.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 97.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 42.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 12.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 100.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 12.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 145.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 27.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 136.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/z1000_F_305752551_oBWg6OIHd9d9zjv8wSrLHtyBsNbgJbhx.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 21.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 121.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 2.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 160.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 167.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 159.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/b1000_F_501631862_BBkGbwMU3KM46Lur1sYbvWfwfjoCizpV.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 80.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 137.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 71.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 73.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 110.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 149.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 115.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 129.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 1.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 6.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 152.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 95.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 75.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/b6245488a1d200f1c7077e5bb8f733fee.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 91.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zFlower Healthy rose leaves.png,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 60.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 121.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 29.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 70.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 25.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 139.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 87.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 103.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/yCapture.PNG 73.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/x1000_F_281379851_Y8llEaKUCGVTTpya7neHZ3KcXaaYhf96.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/dCapture.PNG 168.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 133.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/zCapture.PNG 52.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 104.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/cCapture.PNG 7.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/aCapture.PNG 139.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 17.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/b1000_F_305752551_oBWg6OIHd9d9zjv8wSrLHtyBsNbgJbhx.jpg,Rose,healthy,no disease found
augimg/Rose___healthy/bCapture.PNG 139.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/xCapture.PNG 23.PNG,Rose,healthy,no disease found
augimg/Rose___healthy/orgi-Capture.PNG 135.PNG,Rose,healthy,no disease found
